Epoch [1/300] - Train Loss: 0.7059, Validation Loss: 0.6953, Time: 365.4347s
Epoch [33/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 351.6176s
Epoch [34/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 351.3837s
Epoch [35/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 351.9182s
Epoch [36/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 349.5763s
Epoch [37/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 351.4777s
Epoch [38/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 351.3898s
Epoch [39/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 350.1943s
Epoch [40/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 350.1289s
Epoch [41/300] - Train Loss: 0.6932, Validation Loss: 0.6932, Time: 349.9598s
Epoch [42/300] - Train Loss: 0.6925, Validation Loss: 0.6870, Time: 351.3906s
Epoch [43/300] - Train Loss: 0.6869, Validation Loss: 0.6817, Time: 350.8896s
Epoch [44/300] - Train Loss: 0.6863, Validation Loss: 0.6813, Time: 351.9606s
Epoch [45/300] - Train Loss: 0.6860, Validation Loss: 0.6819, Time: 350.5976s
Epoch [46/300] - Train Loss: 0.6856, Validation Loss: 0.6814, Time: 350.8876s
Epoch [47/300] - Train Loss: 0.6848, Validation Loss: 0.6794, Time: 351.0275s
Epoch [48/300] - Train Loss: 0.6843, Validation Loss: 0.6797, Time: 351.4450s
Epoch [49/300] - Train Loss: 0.6841, Validation Loss: 0.6805, Time: 350.6040s
Epoch [50/300] - Train Loss: 0.6840, Validation Loss: 0.6833, Time: 348.8621s
Epoch [51/300] - Train Loss: 0.6840, Validation Loss: 0.6843, Time: 351.0162s
Epoch [52/300] - Train Loss: 0.6839, Validation Loss: 0.6815, Time: 351.3683s
Epoch [53/300] - Train Loss: 0.6838, Validation Loss: 0.6836, Time: 350.0358s
Epoch [54/300] - Train Loss: 0.6844, Validation Loss: 0.6849, Time: 350.0766s
Epoch [55/300] - Train Loss: 0.6838, Validation Loss: 0.6884, Time: 351.3912s
Epoch [56/300] - Train Loss: 0.6836, Validation Loss: 0.6877, Time: 350.7978s
Epoch [57/300] - Train Loss: 0.6838, Validation Loss: 0.6836, Time: 349.3770s
Epoch [58/300] - Train Loss: 0.6840, Validation Loss: 0.6850, Time: 351.7158s
Epoch [59/300] - Train Loss: 0.6836, Validation Loss: 0.6846, Time: 350.2945s
Epoch [60/300] - Train Loss: 0.6835, Validation Loss: 0.6874, Time: 348.3582s
Epoch [61/300] - Train Loss: 0.6836, Validation Loss: 0.6859, Time: 351.1881s
Epoch [62/300] - Train Loss: 0.6835, Validation Loss: 0.6841, Time: 351.6992s
Epoch [63/300] - Train Loss: 0.6835, Validation Loss: 0.6869, Time: 348.8771s
Epoch [64/300] - Train Loss: 0.6835, Validation Loss: 0.6853, Time: 351.5991s
Epoch [65/300] - Train Loss: 0.6834, Validation Loss: 0.6869, Time: 350.1707s
Epoch [66/300] - Train Loss: 0.6834, Validation Loss: 0.6868, Time: 350.6222s
Epoch [67/300] - Train Loss: 0.6834, Validation Loss: 0.6839, Time: 351.1303s
Epoch [68/300] - Train Loss: 0.6836, Validation Loss: 0.6832, Time: 351.8926s
Epoch [69/300] - Train Loss: 0.6838, Validation Loss: 0.6835, Time: 350.9902s
Epoch [70/300] - Train Loss: 0.6840, Validation Loss: 0.6865, Time: 351.7701s
Epoch [71/300] - Train Loss: 0.6837, Validation Loss: 0.6817, Time: 350.4224s
Epoch [72/300] - Train Loss: 0.6863, Validation Loss: 0.6851, Time: 351.8067s
Epoch [73/300] - Train Loss: 0.6850, Validation Loss: 0.6851, Time: 351.0448s
Epoch [74/300] - Train Loss: 0.6842, Validation Loss: 0.6808, Time: 351.6324s
Epoch [75/300] - Train Loss: 0.6846, Validation Loss: 0.6873, Time: 352.0324s
Epoch [76/300] - Train Loss: 0.6837, Validation Loss: 0.6884, Time: 351.3921s
Epoch [77/300] - Train Loss: 0.6835, Validation Loss: 0.6884, Time: 351.5291s
Epoch [78/300] - Train Loss: 0.6835, Validation Loss: 0.6873, Time: 351.4979s
Epoch [79/300] - Train Loss: 0.6836, Validation Loss: 0.6862, Time: 351.2974s
Epoch [80/300] - Train Loss: 0.6835, Validation Loss: 0.6859, Time: 352.4767s
Epoch [81/300] - Train Loss: 0.6834, Validation Loss: 0.6864, Time: 349.0293s
Epoch [82/300] - Train Loss: 0.6834, Validation Loss: 0.6886, Time: 350.8020s
Epoch [83/300] - Train Loss: 0.6833, Validation Loss: 0.6863, Time: 350.7229s
Epoch [84/300] - Train Loss: 0.6833, Validation Loss: 0.6870, Time: 351.1577s
Epoch [85/300] - Train Loss: 0.6833, Validation Loss: 0.6872, Time: 350.2931s
Epoch [86/300] - Train Loss: 0.6832, Validation Loss: 0.6841, Time: 351.2583s
Epoch [87/300] - Train Loss: 0.6833, Validation Loss: 0.6856, Time: 350.0186s
Epoch [88/300] - Train Loss: 0.6832, Validation Loss: 0.6885, Time: 350.8354s
Epoch [89/300] - Train Loss: 0.6831, Validation Loss: 0.6883, Time: 350.4597s
Epoch [90/300] - Train Loss: 0.6830, Validation Loss: 0.6907, Time: 348.1586s
Epoch [91/300] - Train Loss: 0.6831, Validation Loss: 0.6876, Time: 350.8662s
Epoch [92/300] - Train Loss: 0.6830, Validation Loss: 0.6933, Time: 351.9515s
Epoch [93/300] - Train Loss: 0.6837, Validation Loss: 0.6893, Time: 350.8638s
Epoch [94/300] - Train Loss: 0.6837, Validation Loss: 0.6879, Time: 350.8737s
Epoch [95/300] - Train Loss: 0.6833, Validation Loss: 0.6903, Time: 350.7351s
Epoch [96/300] - Train Loss: 0.6834, Validation Loss: 0.6868, Time: 351.4001s
Epoch [97/300] - Train Loss: 0.6841, Validation Loss: 0.6817, Time: 350.6483s
Epoch [98/300] - Train Loss: 0.6857, Validation Loss: 0.6864, Time: 350.1321s
Epoch [99/300] - Train Loss: 0.6839, Validation Loss: 0.6870, Time: 349.4135s
Epoch [100/300] - Train Loss: 0.6836, Validation Loss: 0.6884, Time: 350.6567s
Epoch [101/300] - Train Loss: 0.6836, Validation Loss: 0.6885, Time: 347.7449s
Epoch [102/300] - Train Loss: 0.6834, Validation Loss: 0.6884, Time: 351.2682s
Epoch [103/300] - Train Loss: 0.6832, Validation Loss: 0.6888, Time: 351.2643s
Epoch [104/300] - Train Loss: 0.6832, Validation Loss: 0.6902, Time: 351.0392s
Epoch [105/300] - Train Loss: 0.6831, Validation Loss: 0.6894, Time: 349.4771s
Epoch [106/300] - Train Loss: 0.6832, Validation Loss: 0.6862, Time: 351.4935s
Epoch [107/300] - Train Loss: 0.6830, Validation Loss: 0.6891, Time: 351.8346s
Epoch [108/300] - Train Loss: 0.6830, Validation Loss: 0.6882, Time: 349.5845s
Epoch [109/300] - Train Loss: 0.6829, Validation Loss: 0.6891, Time: 348.9878s
Epoch [110/300] - Train Loss: 0.6830, Validation Loss: 0.6857, Time: 351.8079s
Epoch [111/300] - Train Loss: 0.6831, Validation Loss: 0.6882, Time: 350.2594s
Epoch [112/300] - Train Loss: 0.6832, Validation Loss: 0.6879, Time: 350.5790s
Epoch [113/300] - Train Loss: 0.6829, Validation Loss: 0.6892, Time: 349.2298s
Epoch [114/300] - Train Loss: 0.6833, Validation Loss: 0.6821, Time: 351.4143s
Epoch [115/300] - Train Loss: 0.6847, Validation Loss: 0.6838, Time: 350.5523s
Epoch [116/300] - Train Loss: 0.6840, Validation Loss: 0.6925, Time: 351.0491s
Epoch [117/300] - Train Loss: 0.6834, Validation Loss: 0.6960, Time: 348.9625s
Epoch [118/300] - Train Loss: 0.6832, Validation Loss: 0.6930, Time: 350.9362s
Epoch [119/300] - Train Loss: 0.6831, Validation Loss: 0.6922, Time: 349.9440s
Epoch [120/300] - Train Loss: 0.6830, Validation Loss: 0.6926, Time: 352.0617s
Epoch [121/300] - Train Loss: 0.6831, Validation Loss: 0.6913, Time: 350.8151s
Epoch [122/300] - Train Loss: 0.6831, Validation Loss: 0.6873, Time: 351.1595s
Epoch [123/300] - Train Loss: 0.6833, Validation Loss: 0.6978, Time: 349.6601s
Epoch [124/300] - Train Loss: 0.6831, Validation Loss: 0.6924, Time: 349.5959s
Epoch [125/300] - Train Loss: 0.6830, Validation Loss: 0.6911, Time: 350.2182s
Epoch [126/300] - Train Loss: 0.6830, Validation Loss: 0.6915, Time: 349.4684s
Epoch [127/300] - Train Loss: 0.6829, Validation Loss: 0.6914, Time: 349.4385s
Epoch [128/300] - Train Loss: 0.6828, Validation Loss: 0.6915, Time: 350.1025s
Epoch [129/300] - Train Loss: 0.6829, Validation Loss: 0.6897, Time: 350.8952s
Epoch [130/300] - Train Loss: 0.6828, Validation Loss: 0.6902, Time: 350.8301s
Epoch [131/300] - Train Loss: 0.6828, Validation Loss: 0.6895, Time: 349.8778s
Epoch [132/300] - Train Loss: 0.6827, Validation Loss: 0.6894, Time: 350.3300s
Epoch [133/300] - Train Loss: 0.6829, Validation Loss: 0.6905, Time: 351.2497s
Epoch [134/300] - Train Loss: 0.6827, Validation Loss: 0.6899, Time: 350.7673s
Epoch [135/300] - Train Loss: 0.6828, Validation Loss: 0.6861, Time: 349.6733s
Epoch [136/300] - Train Loss: 0.6832, Validation Loss: 0.6890, Time: 350.3196s
Epoch [137/300] - Train Loss: 0.6831, Validation Loss: 0.6904, Time: 350.6394s
Epoch [138/300] - Train Loss: 0.6829, Validation Loss: 0.6847, Time: 350.6222s
Epoch [139/300] - Train Loss: 0.6828, Validation Loss: 0.6862, Time: 351.0895s
Epoch [140/300] - Train Loss: 0.6835, Validation Loss: 0.6890, Time: 350.1751s
Epoch [141/300] - Train Loss: 0.6843, Validation Loss: 0.6892, Time: 350.5655s
Epoch [142/300] - Train Loss: 0.6832, Validation Loss: 0.6917, Time: 350.7739s
Epoch [143/300] - Train Loss: 0.6830, Validation Loss: 0.6914, Time: 350.0531s
Epoch [144/300] - Train Loss: 0.6829, Validation Loss: 0.6901, Time: 351.6440s
Epoch [145/300] - Train Loss: 0.6828, Validation Loss: 0.6902, Time: 350.5500s
Epoch [146/300] - Train Loss: 0.6829, Validation Loss: 0.6860, Time: 351.4724s
Epoch [147/300] - Train Loss: 0.6832, Validation Loss: 0.6891, Time: 351.9002s
Epoch [148/300] - Train Loss: 0.6829, Validation Loss: 0.6907, Time: 352.4846s
Epoch [149/300] - Train Loss: 0.6828, Validation Loss: 0.6896, Time: 350.4376s
Epoch [150/300] - Train Loss: 0.6827, Validation Loss: 0.6898, Time: 349.7164s
Epoch [151/300] - Train Loss: 0.6827, Validation Loss: 0.6901, Time: 350.0656s
Epoch [152/300] - Train Loss: 0.6827, Validation Loss: 0.6903, Time: 349.8467s
Epoch [153/300] - Train Loss: 0.6826, Validation Loss: 0.6895, Time: 351.0183s
Epoch [154/300] - Train Loss: 0.6826, Validation Loss: 0.6908, Time: 347.8101s
Epoch [155/300] - Train Loss: 0.6826, Validation Loss: 0.6876, Time: 351.0588s
Epoch [156/300] - Train Loss: 0.6828, Validation Loss: 0.6861, Time: 350.1220s
Epoch [157/300] - Train Loss: 0.6829, Validation Loss: 0.6902, Time: 350.9475s
Epoch [158/300] - Train Loss: 0.6827, Validation Loss: 0.6904, Time: 349.7106s
Epoch [159/300] - Train Loss: 0.6826, Validation Loss: 0.6884, Time: 349.1232s
Epoch [160/300] - Train Loss: 0.6827, Validation Loss: 0.6899, Time: 350.5564s
Epoch [161/300] - Train Loss: 0.6826, Validation Loss: 0.6894, Time: 348.9276s
Epoch [162/300] - Train Loss: 0.6826, Validation Loss: 0.6909, Time: 351.8690s
Epoch [163/300] - Train Loss: 0.6826, Validation Loss: 0.6887, Time: 349.9364s
Epoch [164/300] - Train Loss: 0.6826, Validation Loss: 0.6913, Time: 349.7488s
Epoch [165/300] - Train Loss: 0.6826, Validation Loss: 0.6871, Time: 350.7772s
Epoch [166/300] - Train Loss: 0.6835, Validation Loss: 0.6813, Time: 350.6017s
Epoch [167/300] - Train Loss: 0.6837, Validation Loss: 0.6867, Time: 351.0913s
Epoch [168/300] - Train Loss: 0.6831, Validation Loss: 0.6852, Time: 350.5137s
Epoch [169/300] - Train Loss: 0.6831, Validation Loss: 0.6860, Time: 349.1493s
Epoch [170/300] - Train Loss: 0.6836, Validation Loss: 0.6834, Time: 351.2184s
Epoch [171/300] - Train Loss: 0.6843, Validation Loss: 0.6823, Time: 350.8724s
Epoch [172/300] - Train Loss: 0.6847, Validation Loss: 0.6851, Time: 351.8524s
Epoch [173/300] - Train Loss: 0.6837, Validation Loss: 0.6867, Time: 351.0623s
Epoch [174/300] - Train Loss: 0.6840, Validation Loss: 0.6854, Time: 351.4955s
Epoch [175/300] - Train Loss: 0.6834, Validation Loss: 0.6866, Time: 349.8818s
Epoch [176/300] - Train Loss: 0.6832, Validation Loss: 0.6887, Time: 350.6611s
Epoch [177/300] - Train Loss: 0.6831, Validation Loss: 0.6891, Time: 351.1555s
Epoch [178/300] - Train Loss: 0.6832, Validation Loss: 0.6815, Time: 351.7235s
Epoch [179/300] - Train Loss: 0.6837, Validation Loss: 0.6895, Time: 348.9284s
Epoch [180/300] - Train Loss: 0.6832, Validation Loss: 0.6890, Time: 349.7670s
Epoch [181/300] - Train Loss: 0.6830, Validation Loss: 0.6890, Time: 350.0608s
Epoch [182/300] - Train Loss: 0.6831, Validation Loss: 0.6906, Time: 356.0768s
Epoch [183/300] - Train Loss: 0.6831, Validation Loss: 0.6905, Time: 351.7462s
Epoch [184/300] - Train Loss: 0.6829, Validation Loss: 0.6915, Time: 351.5265s
Epoch [185/300] - Train Loss: 0.6828, Validation Loss: 0.6906, Time: 351.1424s
Epoch [186/300] - Train Loss: 0.6827, Validation Loss: 0.6891, Time: 350.9221s
Epoch [187/300] - Train Loss: 0.6827, Validation Loss: 0.6902, Time: 353.0450s
Epoch [188/300] - Train Loss: 0.6827, Validation Loss: 0.6891, Time: 355.9987s
Epoch [189/300] - Train Loss: 0.6826, Validation Loss: 0.6882, Time: 352.3029s
Epoch [190/300] - Train Loss: 0.6827, Validation Loss: 0.6911, Time: 350.1217s
