Epoch [1/300] - Train Loss: 0.5984, Validation Loss: 0.7412, Time: 293.5420s
Epoch [35/300] - Train Loss: nan, Validation Loss: nan, Time: 272.5051s
Epoch [36/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3568s
Epoch [37/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5842s
Epoch [38/300] - Train Loss: nan, Validation Loss: nan, Time: 271.5530s
Epoch [39/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6688s
Epoch [40/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6069s
Epoch [41/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5532s
Epoch [42/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5922s
Epoch [43/300] - Train Loss: nan, Validation Loss: nan, Time: 273.8883s
Epoch [44/300] - Train Loss: nan, Validation Loss: nan, Time: 269.1161s
Epoch [45/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0827s
Epoch [46/300] - Train Loss: nan, Validation Loss: nan, Time: 271.6836s
Epoch [47/300] - Train Loss: nan, Validation Loss: nan, Time: 270.4192s
Epoch [48/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3595s
Epoch [49/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5379s
Epoch [50/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8589s
Epoch [51/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8131s
Epoch [52/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0834s
Epoch [53/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5886s
Epoch [54/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8321s
Epoch [55/300] - Train Loss: nan, Validation Loss: nan, Time: 271.1520s
Epoch [56/300] - Train Loss: nan, Validation Loss: nan, Time: 271.8446s
Epoch [57/300] - Train Loss: nan, Validation Loss: nan, Time: 273.4956s
Epoch [58/300] - Train Loss: nan, Validation Loss: nan, Time: 271.9036s
Epoch [59/300] - Train Loss: nan, Validation Loss: nan, Time: 269.9258s
Epoch [60/300] - Train Loss: nan, Validation Loss: nan, Time: 274.1736s
Epoch [61/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0219s
Epoch [62/300] - Train Loss: nan, Validation Loss: nan, Time: 270.7213s
Epoch [63/300] - Train Loss: nan, Validation Loss: nan, Time: 272.8100s
Epoch [64/300] - Train Loss: nan, Validation Loss: nan, Time: 270.3041s
Epoch [65/300] - Train Loss: nan, Validation Loss: nan, Time: 272.6273s
Epoch [66/300] - Train Loss: nan, Validation Loss: nan, Time: 272.5272s
Epoch [67/300] - Train Loss: nan, Validation Loss: nan, Time: 269.1558s
Epoch [68/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8961s
Epoch [69/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7505s
Epoch [70/300] - Train Loss: nan, Validation Loss: nan, Time: 271.5781s
Epoch [71/300] - Train Loss: nan, Validation Loss: nan, Time: 271.5797s
Epoch [72/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0286s
Epoch [73/300] - Train Loss: nan, Validation Loss: nan, Time: 270.9575s
Epoch [74/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0750s
Epoch [75/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0183s
Epoch [76/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0310s
Epoch [77/300] - Train Loss: nan, Validation Loss: nan, Time: 273.5141s
Epoch [78/300] - Train Loss: nan, Validation Loss: nan, Time: 271.9115s
Epoch [79/300] - Train Loss: nan, Validation Loss: nan, Time: 273.3527s
Epoch [80/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0690s
Epoch [81/300] - Train Loss: nan, Validation Loss: nan, Time: 273.6664s
Epoch [82/300] - Train Loss: nan, Validation Loss: nan, Time: 269.2473s
Epoch [83/300] - Train Loss: nan, Validation Loss: nan, Time: 270.5866s
Epoch [84/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6978s
Epoch [85/300] - Train Loss: nan, Validation Loss: nan, Time: 276.0940s
Epoch [86/300] - Train Loss: nan, Validation Loss: nan, Time: 271.9802s
Epoch [87/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4055s
Epoch [88/300] - Train Loss: nan, Validation Loss: nan, Time: 272.6012s
Epoch [89/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0904s
Epoch [90/300] - Train Loss: nan, Validation Loss: nan, Time: 272.2109s
Epoch [91/300] - Train Loss: nan, Validation Loss: nan, Time: 270.3411s
Epoch [92/300] - Train Loss: nan, Validation Loss: nan, Time: 270.9498s
Epoch [93/300] - Train Loss: nan, Validation Loss: nan, Time: 273.2440s
Epoch [94/300] - Train Loss: nan, Validation Loss: nan, Time: 270.7595s
Epoch [95/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8575s
Epoch [96/300] - Train Loss: nan, Validation Loss: nan, Time: 273.5796s
Epoch [97/300] - Train Loss: nan, Validation Loss: nan, Time: 271.6531s
Epoch [98/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5107s
Epoch [99/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3592s
Epoch [100/300] - Train Loss: nan, Validation Loss: nan, Time: 272.2721s
Epoch [101/300] - Train Loss: nan, Validation Loss: nan, Time: 271.9592s
Epoch [102/300] - Train Loss: nan, Validation Loss: nan, Time: 269.9241s
Epoch [103/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3422s
Epoch [104/300] - Train Loss: nan, Validation Loss: nan, Time: 271.9296s
Epoch [105/300] - Train Loss: nan, Validation Loss: nan, Time: 272.6393s
Epoch [106/300] - Train Loss: nan, Validation Loss: nan, Time: 270.3502s
Epoch [107/300] - Train Loss: nan, Validation Loss: nan, Time: 273.3104s
Epoch [108/300] - Train Loss: nan, Validation Loss: nan, Time: 271.6204s
Epoch [109/300] - Train Loss: nan, Validation Loss: nan, Time: 272.3465s
Epoch [110/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0268s
Epoch [111/300] - Train Loss: nan, Validation Loss: nan, Time: 271.1962s
Epoch [112/300] - Train Loss: nan, Validation Loss: nan, Time: 268.9820s
Epoch [113/300] - Train Loss: nan, Validation Loss: nan, Time: 271.8362s
Epoch [114/300] - Train Loss: nan, Validation Loss: nan, Time: 271.1896s
Epoch [115/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7833s
Epoch [116/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4870s
Epoch [117/300] - Train Loss: nan, Validation Loss: nan, Time: 271.7474s
Epoch [118/300] - Train Loss: nan, Validation Loss: nan, Time: 269.8491s
Epoch [119/300] - Train Loss: nan, Validation Loss: nan, Time: 272.5661s
Epoch [120/300] - Train Loss: nan, Validation Loss: nan, Time: 272.3953s
Epoch [121/300] - Train Loss: nan, Validation Loss: nan, Time: 274.1050s
Epoch [122/300] - Train Loss: nan, Validation Loss: nan, Time: 270.7284s
Epoch [123/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0667s
Epoch [124/300] - Train Loss: nan, Validation Loss: nan, Time: 274.9204s
Epoch [125/300] - Train Loss: nan, Validation Loss: nan, Time: 270.1389s
Epoch [126/300] - Train Loss: nan, Validation Loss: nan, Time: 268.4443s
Epoch [127/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3839s
Epoch [128/300] - Train Loss: nan, Validation Loss: nan, Time: 269.6460s
Epoch [129/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2572s
Epoch [130/300] - Train Loss: nan, Validation Loss: nan, Time: 272.7940s
Epoch [131/300] - Train Loss: nan, Validation Loss: nan, Time: 270.2310s
Epoch [132/300] - Train Loss: nan, Validation Loss: nan, Time: 271.8261s
Epoch [133/300] - Train Loss: nan, Validation Loss: nan, Time: 271.8967s
Epoch [134/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8512s
Epoch [135/300] - Train Loss: nan, Validation Loss: nan, Time: 271.4370s
Epoch [136/300] - Train Loss: nan, Validation Loss: nan, Time: 271.1885s
Epoch [137/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7005s
Epoch [138/300] - Train Loss: nan, Validation Loss: nan, Time: 272.7281s
Epoch [139/300] - Train Loss: nan, Validation Loss: nan, Time: 271.7910s
Epoch [140/300] - Train Loss: nan, Validation Loss: nan, Time: 272.5303s
Epoch [141/300] - Train Loss: nan, Validation Loss: nan, Time: 271.4409s
Epoch [142/300] - Train Loss: nan, Validation Loss: nan, Time: 271.1906s
Epoch [143/300] - Train Loss: nan, Validation Loss: nan, Time: 270.7350s
Epoch [144/300] - Train Loss: nan, Validation Loss: nan, Time: 268.9719s
Epoch [145/300] - Train Loss: nan, Validation Loss: nan, Time: 272.2389s
Epoch [146/300] - Train Loss: nan, Validation Loss: nan, Time: 273.3424s
Epoch [147/300] - Train Loss: nan, Validation Loss: nan, Time: 273.9187s
Epoch [148/300] - Train Loss: nan, Validation Loss: nan, Time: 274.0517s
Epoch [149/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7642s
Epoch [150/300] - Train Loss: nan, Validation Loss: nan, Time: 271.6580s
Epoch [151/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2673s
Epoch [152/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4058s
Epoch [153/300] - Train Loss: nan, Validation Loss: nan, Time: 272.8481s
Epoch [154/300] - Train Loss: nan, Validation Loss: nan, Time: 272.8752s
Epoch [155/300] - Train Loss: nan, Validation Loss: nan, Time: 270.0739s
Epoch [156/300] - Train Loss: nan, Validation Loss: nan, Time: 272.7345s
Epoch [157/300] - Train Loss: nan, Validation Loss: nan, Time: 271.8075s
Epoch [158/300] - Train Loss: nan, Validation Loss: nan, Time: 272.9662s
Epoch [159/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0203s
Epoch [160/300] - Train Loss: nan, Validation Loss: nan, Time: 270.1122s
Epoch [161/300] - Train Loss: nan, Validation Loss: nan, Time: 272.2865s
Epoch [162/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3097s
Epoch [163/300] - Train Loss: nan, Validation Loss: nan, Time: 269.9543s
Epoch [164/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4787s
Epoch [165/300] - Train Loss: nan, Validation Loss: nan, Time: 269.4818s
Epoch [166/300] - Train Loss: nan, Validation Loss: nan, Time: 272.6667s
Epoch [167/300] - Train Loss: nan, Validation Loss: nan, Time: 271.7775s
Epoch [168/300] - Train Loss: nan, Validation Loss: nan, Time: 271.7101s
Epoch [169/300] - Train Loss: nan, Validation Loss: nan, Time: 273.2966s
Epoch [170/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6537s
Epoch [171/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5623s
Epoch [172/300] - Train Loss: nan, Validation Loss: nan, Time: 270.5075s
Epoch [173/300] - Train Loss: nan, Validation Loss: nan, Time: 269.2115s
Epoch [174/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3781s
Epoch [175/300] - Train Loss: nan, Validation Loss: nan, Time: 270.3090s
Epoch [176/300] - Train Loss: nan, Validation Loss: nan, Time: 269.8970s
Epoch [177/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0770s
Epoch [178/300] - Train Loss: nan, Validation Loss: nan, Time: 269.2011s
Epoch [179/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0548s
Epoch [180/300] - Train Loss: nan, Validation Loss: nan, Time: 268.7364s
Epoch [181/300] - Train Loss: nan, Validation Loss: nan, Time: 271.4067s
Epoch [182/300] - Train Loss: nan, Validation Loss: nan, Time: 270.0720s
Epoch [183/300] - Train Loss: nan, Validation Loss: nan, Time: 269.1255s
Epoch [184/300] - Train Loss: nan, Validation Loss: nan, Time: 270.3025s
Epoch [185/300] - Train Loss: nan, Validation Loss: nan, Time: 272.5685s
Epoch [186/300] - Train Loss: nan, Validation Loss: nan, Time: 271.6054s
Epoch [187/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4718s
Epoch [188/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3049s
Epoch [189/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4639s
Epoch [190/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2527s
Epoch [191/300] - Train Loss: nan, Validation Loss: nan, Time: 268.8793s
Epoch [192/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3907s
Epoch [193/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6461s
Epoch [194/300] - Train Loss: nan, Validation Loss: nan, Time: 268.2246s
Epoch [195/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3726s
Epoch [196/300] - Train Loss: nan, Validation Loss: nan, Time: 269.4072s
Epoch [197/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6427s
Epoch [198/300] - Train Loss: nan, Validation Loss: nan, Time: 273.4266s
Epoch [199/300] - Train Loss: nan, Validation Loss: nan, Time: 270.2135s
Epoch [200/300] - Train Loss: nan, Validation Loss: nan, Time: 270.9965s
Epoch [201/300] - Train Loss: nan, Validation Loss: nan, Time: 271.4250s
Epoch [202/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5293s
Epoch [203/300] - Train Loss: nan, Validation Loss: nan, Time: 269.3764s
Epoch [204/300] - Train Loss: nan, Validation Loss: nan, Time: 270.2675s
Epoch [205/300] - Train Loss: nan, Validation Loss: nan, Time: 269.1099s
Epoch [206/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6503s
Epoch [207/300] - Train Loss: nan, Validation Loss: nan, Time: 269.2990s
Epoch [208/300] - Train Loss: nan, Validation Loss: nan, Time: 268.6264s
Epoch [209/300] - Train Loss: nan, Validation Loss: nan, Time: 271.9576s
Epoch [210/300] - Train Loss: nan, Validation Loss: nan, Time: 269.1757s
Epoch [211/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2013s
Epoch [212/300] - Train Loss: nan, Validation Loss: nan, Time: 270.5488s
Epoch [213/300] - Train Loss: nan, Validation Loss: nan, Time: 270.5292s
Epoch [214/300] - Train Loss: nan, Validation Loss: nan, Time: 270.7571s
Epoch [215/300] - Train Loss: nan, Validation Loss: nan, Time: 270.7264s
Epoch [216/300] - Train Loss: nan, Validation Loss: nan, Time: 270.0877s
Epoch [217/300] - Train Loss: nan, Validation Loss: nan, Time: 269.9429s
Epoch [218/300] - Train Loss: nan, Validation Loss: nan, Time: 267.6386s
Epoch [219/300] - Train Loss: nan, Validation Loss: nan, Time: 268.3645s
Epoch [220/300] - Train Loss: nan, Validation Loss: nan, Time: 271.4294s
Epoch [221/300] - Train Loss: nan, Validation Loss: nan, Time: 266.9919s
Epoch [222/300] - Train Loss: nan, Validation Loss: nan, Time: 270.5260s
Epoch [223/300] - Train Loss: nan, Validation Loss: nan, Time: 275.0914s
Epoch [224/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2283s
Epoch [225/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3876s
Epoch [226/300] - Train Loss: nan, Validation Loss: nan, Time: 270.1115s
Epoch [227/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0355s
Epoch [228/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3403s
Epoch [229/300] - Train Loss: nan, Validation Loss: nan, Time: 270.3068s
Epoch [230/300] - Train Loss: nan, Validation Loss: nan, Time: 270.6291s
Epoch [231/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2434s
Epoch [232/300] - Train Loss: nan, Validation Loss: nan, Time: 267.6517s
Epoch [233/300] - Train Loss: nan, Validation Loss: nan, Time: 269.9149s
Epoch [234/300] - Train Loss: nan, Validation Loss: nan, Time: 270.4752s
Epoch [235/300] - Train Loss: nan, Validation Loss: nan, Time: 268.4836s
Epoch [236/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0896s
Epoch [237/300] - Train Loss: nan, Validation Loss: nan, Time: 269.6006s
Epoch [238/300] - Train Loss: nan, Validation Loss: nan, Time: 269.1042s
Epoch [239/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4576s
Epoch [240/300] - Train Loss: nan, Validation Loss: nan, Time: 268.7079s
Epoch [241/300] - Train Loss: nan, Validation Loss: nan, Time: 269.6136s
Epoch [242/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8930s
Epoch [243/300] - Train Loss: nan, Validation Loss: nan, Time: 268.4476s
Epoch [244/300] - Train Loss: nan, Validation Loss: nan, Time: 271.4875s
Epoch [245/300] - Train Loss: nan, Validation Loss: nan, Time: 275.0326s
Epoch [246/300] - Train Loss: nan, Validation Loss: nan, Time: 269.3127s
Epoch [247/300] - Train Loss: nan, Validation Loss: nan, Time: 268.2935s
Epoch [248/300] - Train Loss: nan, Validation Loss: nan, Time: 268.5970s
Epoch [249/300] - Train Loss: nan, Validation Loss: nan, Time: 268.9246s
Epoch [250/300] - Train Loss: nan, Validation Loss: nan, Time: 269.3900s
Epoch [251/300] - Train Loss: nan, Validation Loss: nan, Time: 270.1497s
Epoch [252/300] - Train Loss: nan, Validation Loss: nan, Time: 267.9250s
Epoch [253/300] - Train Loss: nan, Validation Loss: nan, Time: 269.8910s
Epoch [254/300] - Train Loss: nan, Validation Loss: nan, Time: 268.8581s
Epoch [255/300] - Train Loss: nan, Validation Loss: nan, Time: 269.1986s
Epoch [256/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0546s
Epoch [257/300] - Train Loss: nan, Validation Loss: nan, Time: 267.9534s
Epoch [258/300] - Train Loss: nan, Validation Loss: nan, Time: 269.3458s
Epoch [259/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7012s
Epoch [260/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7152s
Epoch [261/300] - Train Loss: nan, Validation Loss: nan, Time: 272.7424s
Epoch [262/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7260s
Epoch [263/300] - Train Loss: nan, Validation Loss: nan, Time: 270.2508s
Epoch [264/300] - Train Loss: nan, Validation Loss: nan, Time: 272.4401s
Epoch [265/300] - Train Loss: nan, Validation Loss: nan, Time: 271.3908s
Epoch [266/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5870s
Epoch [267/300] - Train Loss: nan, Validation Loss: nan, Time: 268.7338s
Epoch [268/300] - Train Loss: nan, Validation Loss: nan, Time: 269.8576s
Epoch [269/300] - Train Loss: nan, Validation Loss: nan, Time: 270.0033s
Epoch [270/300] - Train Loss: nan, Validation Loss: nan, Time: 272.0500s
Epoch [271/300] - Train Loss: nan, Validation Loss: nan, Time: 269.9903s
Epoch [272/300] - Train Loss: nan, Validation Loss: nan, Time: 268.6219s
Epoch [273/300] - Train Loss: nan, Validation Loss: nan, Time: 267.7186s
Epoch [274/300] - Train Loss: nan, Validation Loss: nan, Time: 268.4512s
Epoch [275/300] - Train Loss: nan, Validation Loss: nan, Time: 271.0477s
Epoch [276/300] - Train Loss: nan, Validation Loss: nan, Time: 269.0538s
Epoch [277/300] - Train Loss: nan, Validation Loss: nan, Time: 268.2646s
Epoch [278/300] - Train Loss: nan, Validation Loss: nan, Time: 270.5735s
Epoch [279/300] - Train Loss: nan, Validation Loss: nan, Time: 269.7345s
Epoch [280/300] - Train Loss: nan, Validation Loss: nan, Time: 270.8723s
Epoch [281/300] - Train Loss: nan, Validation Loss: nan, Time: 270.4183s
Epoch [282/300] - Train Loss: nan, Validation Loss: nan, Time: 270.5210s
Epoch [283/300] - Train Loss: nan, Validation Loss: nan, Time: 268.8952s
Epoch [284/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2195s
Epoch [285/300] - Train Loss: nan, Validation Loss: nan, Time: 270.9726s
Epoch [286/300] - Train Loss: nan, Validation Loss: nan, Time: 269.8068s
Epoch [287/300] - Train Loss: nan, Validation Loss: nan, Time: 269.2638s
Epoch [288/300] - Train Loss: nan, Validation Loss: nan, Time: 269.9902s
Epoch [289/300] - Train Loss: nan, Validation Loss: nan, Time: 270.9302s
Epoch [290/300] - Train Loss: nan, Validation Loss: nan, Time: 266.7220s
Epoch [291/300] - Train Loss: nan, Validation Loss: nan, Time: 267.5601s
Epoch [292/300] - Train Loss: nan, Validation Loss: nan, Time: 270.1576s
Epoch [293/300] - Train Loss: nan, Validation Loss: nan, Time: 270.1149s
Epoch [294/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5229s
Epoch [295/300] - Train Loss: nan, Validation Loss: nan, Time: 269.5726s
Epoch [296/300] - Train Loss: nan, Validation Loss: nan, Time: 268.1649s
Epoch [297/300] - Train Loss: nan, Validation Loss: nan, Time: 270.0631s
Epoch [298/300] - Train Loss: nan, Validation Loss: nan, Time: 271.2908s
Epoch [299/300] - Train Loss: nan, Validation Loss: nan, Time: 271.5148s
Epoch [300/300] - Train Loss: nan, Validation Loss: nan, Time: 270.9713s
